S.No,Market,Commodity,Min Price,Max Price,Modal Price,Date,State
24,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-06,Tamil Nadu
25,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-07,Tamil Nadu
26,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-07,Tamil Nadu
27,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-07,Tamil Nadu
28,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-08,Tamil Nadu
29,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-02-08,Tamil Nadu
30,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-08,Tamil Nadu
31,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-09,Tamil Nadu
32,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-09,Tamil Nadu
33,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-09,Tamil Nadu
34,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-09-09,Tamil Nadu
35,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-02-10,Tamil Nadu
36,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-10,Tamil Nadu
37,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-10,Tamil Nadu
38,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-11,Tamil Nadu
39,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-11,Tamil Nadu
40,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-02-11,Tamil Nadu
41,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-11,Tamil Nadu
42,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-09-11,Tamil Nadu
43,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-03-12,Tamil Nadu
44,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-12,Tamil Nadu
45,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-12,Tamil Nadu
46,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-13,Tamil Nadu
47,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-13,Tamil Nadu
48,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-13,Tamil Nadu
49,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-14,Tamil Nadu
50,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-14,Tamil Nadu
51,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-14,Tamil Nadu
52,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-12-15,Tamil Nadu
53,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-15,Tamil Nadu
54,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-15,Tamil Nadu
55,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-09-15,Tamil Nadu
56,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-16,Tamil Nadu
57,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-16,Tamil Nadu
58,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-16,Tamil Nadu
59,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-17,Tamil Nadu
60,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-17,Tamil Nadu
61,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-07-18,Tamil Nadu
62,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-18,Tamil Nadu
63,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-18,Tamil Nadu
64,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-09-18,Tamil Nadu
65,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-19,Tamil Nadu
66,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-19,Tamil Nadu
67,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-03-20,Tamil Nadu
68,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-20,Tamil Nadu
69,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-20,Tamil Nadu
70,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-21,Tamil Nadu
71,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-02-21,Tamil Nadu
72,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-21,Tamil Nadu
73,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-22,Tamil Nadu
74,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-22,Tamil Nadu
75,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-23,Tamil Nadu
76,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-23,Tamil Nadu
77,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-24,Tamil Nadu
78,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-25,Tamil Nadu
79,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-25,Tamil Nadu
80,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-26,Tamil Nadu
81,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-03-26,Tamil Nadu
82,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-26,Tamil Nadu
83,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-26,Tamil Nadu
84,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-07-27,Tamil Nadu
85,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-27,Tamil Nadu
86,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-27,Tamil Nadu
87,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2025-01-28,Tamil Nadu
88,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-28,Tamil Nadu
89,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-11-29,Tamil Nadu
90,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-30,Tamil Nadu
91,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-08-31,Tamil Nadu
92,Ammapet(Uzhavar Sandhai ),Guava,4000,5000,5000,2024-10-31,Tamil Nadu
93,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-08-07,Tamil Nadu
94,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-07,Tamil Nadu
95,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-10-11,Tamil Nadu
96,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-14,Tamil Nadu
97,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-07-16,Tamil Nadu
98,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-12-18,Tamil Nadu
99,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-19,Tamil Nadu
100,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-07-20,Tamil Nadu
101,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-20,Tamil Nadu
102,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-21,Tamil Nadu
103,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-07-22,Tamil Nadu
104,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-22,Tamil Nadu
105,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-07-23,Tamil Nadu
106,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-23,Tamil Nadu
107,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-26,Tamil Nadu
108,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-27,Tamil Nadu
109,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-28,Tamil Nadu
110,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-29,Tamil Nadu
111,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-09-30,Tamil Nadu
112,Ammapet(Uzhavar Sandhai ),Guava,4000,6000,6000,2024-07-31,Tamil Nadu
113,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-04-01,Tamil Nadu
114,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-01,Tamil Nadu
115,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-02,Tamil Nadu
116,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-02,Tamil Nadu
117,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-09-02,Tamil Nadu
118,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-04,Tamil Nadu
119,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-04,Tamil Nadu
120,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-05,Tamil Nadu
121,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-09-05,Tamil Nadu
122,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-06,Tamil Nadu
123,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-09-06,Tamil Nadu
124,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-07,Tamil Nadu
125,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-08,Tamil Nadu
126,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-08,Tamil Nadu
127,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-10-08,Tamil Nadu
128,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-09-08,Tamil Nadu
129,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-09,Tamil Nadu
130,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-09,Tamil Nadu
131,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-10,Tamil Nadu
132,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-12-10,Tamil Nadu
133,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-10,Tamil Nadu
134,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-11,Tamil Nadu
135,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-12,Tamil Nadu
136,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-13,Tamil Nadu
137,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-09-13,Tamil Nadu
138,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-14,Tamil Nadu
139,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-14,Tamil Nadu
140,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-15,Tamil Nadu
141,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-16,Tamil Nadu
142,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-17,Tamil Nadu
143,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-17,Tamil Nadu
144,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-18,Tamil Nadu
145,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-18,Tamil Nadu
146,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-18,Tamil Nadu
147,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-12-19,Tamil Nadu
148,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-20,Tamil Nadu
149,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-22,Tamil Nadu
150,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-22,Tamil Nadu
151,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-12-24,Tamil Nadu
152,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-10-24,Tamil Nadu
153,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-27,Tamil Nadu
154,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-02-27,Tamil Nadu
155,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-28,Tamil Nadu
156,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-29,Tamil Nadu
157,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-08-30,Tamil Nadu
158,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2024-07-30,Tamil Nadu
159,Ammapet(Uzhavar Sandhai ),Guava,4500,5000,5000,2025-03-30,Tamil Nadu
160,Ammapet(Uzhavar Sandhai ),Guava,4600,5000,5000,2024-11-28,Tamil Nadu
161,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-09-01,Tamil Nadu
162,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-10-09,Tamil Nadu
163,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-08-19,Tamil Nadu
164,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-07-19,Tamil Nadu
165,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-07-21,Tamil Nadu
166,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-08-25,Tamil Nadu
167,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-07-25,Tamil Nadu
168,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-07-26,Tamil Nadu
169,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-08-28,Tamil Nadu
170,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-07-28,Tamil Nadu
171,Ammapet(Uzhavar Sandhai ),Guava,5000,5500,5500,2024-08-29,Tamil Nadu
172,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-01,Tamil Nadu
173,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-01,Tamil Nadu
174,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-10-01,Tamil Nadu
175,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-04-02,Tamil Nadu
176,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-10-02,Tamil Nadu
177,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-04-03,Tamil Nadu
178,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-03,Tamil Nadu
179,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-03,Tamil Nadu
180,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-03,Tamil Nadu
181,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-04,Tamil Nadu
182,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-05,Tamil Nadu
183,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-05,Tamil Nadu
184,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-06,Tamil Nadu
185,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-07,Tamil Nadu
186,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-10,Tamil Nadu
187,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-12-12,Tamil Nadu
188,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-12,Tamil Nadu
189,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-12,Tamil Nadu
190,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-08-13,Tamil Nadu
191,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-13,Tamil Nadu
192,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-13,Tamil Nadu
193,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-12-14,Tamil Nadu
194,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-15,Tamil Nadu
195,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-12-16,Tamil Nadu
196,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-16,Tamil Nadu
197,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-16,Tamil Nadu
198,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-12-17,Tamil Nadu
199,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-17,Tamil Nadu
200,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-07-17,Tamil Nadu
201,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-17,Tamil Nadu
202,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-17,Tamil Nadu
203,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-19,Tamil Nadu
204,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-19,Tamil Nadu
205,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-19,Tamil Nadu
206,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-20,Tamil Nadu
207,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-21,Tamil Nadu
208,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-21,Tamil Nadu
209,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-22,Tamil Nadu
210,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-22,Tamil Nadu
211,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-08-23,Tamil Nadu
212,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-12-23,Tamil Nadu
213,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-23,Tamil Nadu
214,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-23,Tamil Nadu
215,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-08-24,Tamil Nadu
216,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-24,Tamil Nadu
217,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-24,Tamil Nadu
218,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-07-24,Tamil Nadu
219,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-24,Tamil Nadu
220,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-24,Tamil Nadu
221,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-25,Tamil Nadu
222,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-25,Tamil Nadu
223,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-25,Tamil Nadu
224,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-09-25,Tamil Nadu
225,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-26,Tamil Nadu
226,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-26,Tamil Nadu
227,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-27,Tamil Nadu
228,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-27,Tamil Nadu
229,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-02-28,Tamil Nadu
230,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-29,Tamil Nadu
231,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2024-07-29,Tamil Nadu
232,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-30,Tamil Nadu
233,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-01-31,Tamil Nadu
234,Ammapet(Uzhavar Sandhai ),Guava,5000,6000,6000,2025-03-31,Tamil Nadu
235,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-01,Tamil Nadu
236,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-02,Tamil Nadu
237,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-03,Tamil Nadu
238,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-04,Tamil Nadu
239,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-06,Tamil Nadu
240,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-08,Tamil Nadu
241,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-10,Tamil Nadu
242,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-11,Tamil Nadu
243,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-12,Tamil Nadu
244,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-15,Tamil Nadu
245,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-01-18,Tamil Nadu
246,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-20,Tamil Nadu
247,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-21,Tamil Nadu
248,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-22,Tamil Nadu
249,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2025-03-23,Tamil Nadu
250,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-25,Tamil Nadu
251,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-26,Tamil Nadu
252,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-27,Tamil Nadu
253,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-28,Tamil Nadu
254,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-29,Tamil Nadu
255,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-30,Tamil Nadu
256,Ammapet(Uzhavar Sandhai ),Guava,5000,7000,7000,2024-12-31,Tamil Nadu
257,Ammapet(Uzhavar Sandhai ),Guava,6000,7000,7000,2025-01-07,Tamil Nadu
258,Ammapet(Uzhavar Sandhai ),Guava,6000,8000,8000,2025-01-09,Tamil Nadu
259,Ammapet(Uzhavar Sandhai ),Guava,6000,8000,8000,2025-01-14,Tamil Nadu
