S.No,Market,Commodity,Min Price,Max Price,Modal Price,Date,State
89,Sivakasi(Uzhavar Sandhai ),Papaya,2400,2500,2500,2024-09-30,Tamil Nadu
90,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-01,Tamil Nadu
91,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-02-01,Tamil Nadu
92,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-02,Tamil Nadu
93,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-02,Tamil Nadu
94,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-03,Tamil Nadu
95,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-04,Tamil Nadu
96,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-06,Tamil Nadu
97,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-07,Tamil Nadu
98,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-07,Tamil Nadu
99,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-08,Tamil Nadu
100,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-12-08,Tamil Nadu
101,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-08,Tamil Nadu
102,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-12-09,Tamil Nadu
103,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-02-09,Tamil Nadu
104,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-01-11,Tamil Nadu
105,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-01-12,Tamil Nadu
106,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-12-15,Tamil Nadu
107,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-01-18,Tamil Nadu
108,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-18,Tamil Nadu
109,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2025-01-19,Tamil Nadu
110,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-19,Tamil Nadu
111,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-08-23,Tamil Nadu
112,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-23,Tamil Nadu
113,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-24,Tamil Nadu
114,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-11-26,Tamil Nadu
115,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-12-28,Tamil Nadu
116,Sivakasi(Uzhavar Sandhai ),Papaya,2500,3000,3000,2024-12-29,Tamil Nadu
117,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-01,Tamil Nadu
118,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-02,Tamil Nadu
119,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-02,Tamil Nadu
120,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-02,Tamil Nadu
121,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-03,Tamil Nadu
122,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-03,Tamil Nadu
123,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-03,Tamil Nadu
124,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-04,Tamil Nadu
125,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-04,Tamil Nadu
126,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-04,Tamil Nadu
127,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-08-05,Tamil Nadu
128,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-05,Tamil Nadu
129,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-05,Tamil Nadu
130,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-05,Tamil Nadu
131,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-08-06,Tamil Nadu
132,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-06,Tamil Nadu
133,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-06,Tamil Nadu
134,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-10-06,Tamil Nadu
135,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-07,Tamil Nadu
136,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-07,Tamil Nadu
137,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-10-07,Tamil Nadu
138,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-08,Tamil Nadu
139,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-10-08,Tamil Nadu
140,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-08-09,Tamil Nadu
141,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-09,Tamil Nadu
142,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-09,Tamil Nadu
143,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-10,Tamil Nadu
144,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-10,Tamil Nadu
145,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-10,Tamil Nadu
146,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-11,Tamil Nadu
147,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-11,Tamil Nadu
148,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-12,Tamil Nadu
149,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-12,Tamil Nadu
150,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-13,Tamil Nadu
151,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-14,Tamil Nadu
152,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-15,Tamil Nadu
153,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-15,Tamil Nadu
154,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-16,Tamil Nadu
155,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-16,Tamil Nadu
156,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-17,Tamil Nadu
157,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-17,Tamil Nadu
158,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-17,Tamil Nadu
159,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-17,Tamil Nadu
160,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-18,Tamil Nadu
161,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-02-18,Tamil Nadu
162,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-19,Tamil Nadu
163,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-20,Tamil Nadu
164,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-20,Tamil Nadu
165,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-20,Tamil Nadu
166,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-21,Tamil Nadu
167,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-21,Tamil Nadu
168,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-21,Tamil Nadu
169,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-22,Tamil Nadu
170,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-22,Tamil Nadu
171,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-23,Tamil Nadu
172,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-25,Tamil Nadu
173,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-25,Tamil Nadu
174,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-26,Tamil Nadu
175,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-27,Tamil Nadu
176,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-27,Tamil Nadu
177,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-28,Tamil Nadu
178,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-28,Tamil Nadu
179,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-10-28,Tamil Nadu
180,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-29,Tamil Nadu
181,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-07-29,Tamil Nadu
182,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-11-29,Tamil Nadu
183,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-30,Tamil Nadu
184,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-30,Tamil Nadu
185,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-07-30,Tamil Nadu
186,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-12-31,Tamil Nadu
187,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2025-01-31,Tamil Nadu
188,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3000,3000,2024-07-31,Tamil Nadu
189,Sivakasi(Uzhavar Sandhai ),Papaya,2800,3500,3500,2025-03-28,Tamil Nadu
190,Sivakasi(Uzhavar Sandhai ),Papaya,3000,3500,3500,2025-02-08,Tamil Nadu
191,Sivakasi(Uzhavar Sandhai ),Papaya,3000,3500,3500,2025-01-13,Tamil Nadu
192,Sivakasi(Uzhavar Sandhai ),Papaya,3000,3500,3500,2025-02-16,Tamil Nadu
193,Sivakasi(Uzhavar Sandhai ),Papaya,3000,3500,3500,2025-02-23,Tamil Nadu
194,Sivakasi(Uzhavar Sandhai ),Papaya,3200,3500,3500,2025-03-01,Tamil Nadu
195,Sivakasi(Uzhavar Sandhai ),Papaya,3200,3500,3500,2025-02-03,Tamil Nadu
196,Sivakasi(Uzhavar Sandhai ),Papaya,3200,3500,3500,2024-12-10,Tamil Nadu
197,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-11-01,Tamil Nadu
198,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-04,Tamil Nadu
199,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-05,Tamil Nadu
200,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-06,Tamil Nadu
201,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-06,Tamil Nadu
202,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-07,Tamil Nadu
203,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-07,Tamil Nadu
204,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-12-11,Tamil Nadu
205,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-12-12,Tamil Nadu
206,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-12-13,Tamil Nadu
207,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-12-14,Tamil Nadu
208,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-01-14,Tamil Nadu
209,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-12-16,Tamil Nadu
210,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-24,Tamil Nadu
211,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-01-24,Tamil Nadu
212,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-25,Tamil Nadu
213,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-26,Tamil Nadu
214,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-26,Tamil Nadu
215,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-27,Tamil Nadu
216,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-27,Tamil Nadu
217,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-02-28,Tamil Nadu
218,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2025-03-29,Tamil Nadu
219,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-10-29,Tamil Nadu
220,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-10-30,Tamil Nadu
221,Sivakasi(Uzhavar Sandhai ),Papaya,3400,3500,3500,2024-10-31,Tamil Nadu
222,Sivakasi(Uzhavar Sandhai ),Papaya,3400,4000,4000,2025-03-03,Tamil Nadu
223,Sivakasi(Uzhavar Sandhai ),Papaya,3400,4000,4000,2024-09-13,Tamil Nadu
224,Sivakasi(Uzhavar Sandhai ),Papaya,3400,4000,4000,2025-03-24,Tamil Nadu
225,Sivakasi(Uzhavar Sandhai ),Papaya,3400,4000,4000,2024-08-28,Tamil Nadu
226,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-03-14,Tamil Nadu
227,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-02-15,Tamil Nadu
228,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-03-21,Tamil Nadu
229,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-02-22,Tamil Nadu
230,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-01-25,Tamil Nadu
231,Sivakasi(Uzhavar Sandhai ),Papaya,3500,4000,4000,2025-01-26,Tamil Nadu
232,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-02,Tamil Nadu
233,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-04,Tamil Nadu
234,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-05,Tamil Nadu
235,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-08,Tamil Nadu
236,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-09,Tamil Nadu
237,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-10,Tamil Nadu
238,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-11,Tamil Nadu
239,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-12,Tamil Nadu
240,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-13,Tamil Nadu
241,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-13,Tamil Nadu
242,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-14,Tamil Nadu
243,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-15,Tamil Nadu
244,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-17,Tamil Nadu
245,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-18,Tamil Nadu
246,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-19,Tamil Nadu
247,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-19,Tamil Nadu
248,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-20,Tamil Nadu
249,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-20,Tamil Nadu
250,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-02-21,Tamil Nadu
251,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-22,Tamil Nadu
252,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-23,Tamil Nadu
253,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-03-25,Tamil Nadu
254,Sivakasi(Uzhavar Sandhai ),Papaya,3800,4000,4000,2025-01-27,Tamil Nadu
